denominazione,tipologia,ente,tip_amministrativa,indirizzo,frazione,cap,telefono,fax,email,sito_web,Latitudine,Longitudine
Biblioteca comunale. Sala di lettura di Borgonuovo di Pontecchio,Pubblica,Comune di Sasso Marconi,Comune,"Via Cartiera 6, presso Centro civico Fornace",Borgonuovo di Pontecchio,40044.0,+39 051840872,+39 051840802,biblioteca-smarconi@smarconi.provincia.bologna.it,http://www2.provincia.it/biblio/omobiblioteche.html,44.445475,11.28162
Biblioteca comunale,Pubblica,Comune di Sasso Marconi,Comune,Piazza Martiri 3,,40037.0,+39 051840872,+39 0051840802,bibliosasso@smarconi.provincia.bologna.it,http//www.comune.sassomarconi.bologna.it,44.3944033,11.2448026
Biblioteca della Cooperativa agricola Giuseppe Massarenti,Specializzata,Cooperativa agricola Giuseppe Massarenti,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Via A. Costa 93,,40062.0,+39 051881167,,,,44.6196617,11.6738301
Sala di lettura di Mezzolara,Pubblica,Comune di Budrio,Comune,Piazza Baldini,Mezzolara,40054.0,+39 051805729,,,,44.58882,11.564805
Biblioteca comunale di Lavino,Pubblica,Comune di Zola Predosa,Comune,Piazza Marconi 4,Lavino,40069.0,+39 0516161800,+39 0516161800,biblioteca@zola.provincia.bo.it,,44.4906224,11.2226268
Biblioteca comunale Raffaele Pettazzoni di San Matteo della Decima,Pubblica,Comune di San Giovanni in Persiceto,Comune,Via Cento 158/a,San Matteo della Decima,40010.0,+39 0516812061,+39 0516826243,bibliotecadecima@comunepersiceto.it,http://www.comunepersiceto.it/gli-uffici-comunali/cultura/biblioteche-1,44.6738378,11.2115975
Mediateca di San Lazzaro di Savena,Pubblica,Comune di San Lazzaro di Savena,Comune,via Caselle 22,,40068.0,,,,http://www.mediatecadisanlazzaro.it/,44.4724836,11.4125417
Biblioteca comunale Severino Ferrari,Pubblica,Comune di Molinella,Comune,Piazza A. Martoni  1/a,,40062.0,+39 0516906860,,biblio@mol.bo.it,http://www.mol.bo.it,44.6068037,11.6742512
Biblioteca comunale,Pubblica,Comune di San Benedetto Val di Sambro,Comune,Via Marconi 30,,40048.0,+39 053495103,+39 053495595,,,44.2610597,11.158308
Biblioteca comunale don Milani,Pubblica,Comune di Pianoro,Comune,Piazza Piccinini 4,Rastignano,40067.0,+39 0516260675,,bibliotecarastignano@comune.pianoro.bo.it,http://www.comune.pianoro.bo.it/servizi/cultura/pagina21.html,44.4237173,11.3501973
Biblioteca dell'Istituto Superiore per la Protezione e la Ricerca Ambientale - ISPRA - Sede di Ozzano,Specializzata,Istituto nazionale per la fauna selvatica Alessandro Ghigi,Aziende ed amministrazioni dello stato ad ordinamento autonomo,Via Ca' Fornacetta 9,,40064.0,+39 0516512260,+39 051796628,,http://www.biblioteca.isprambiente.it,44.4312806,11.4716244
"Biblioteca dell'Assessorato all'agricoltura, ambiente e sviluppo sostenibile della Regione Emilia-Romagna",Specializzata,Regione Emilia-Romagna. Assessorato all'agricoltura e all'alimentazione,Regione,Viale Silvani 6,,40127.0,+39 051284233,+39 051284577,brizzoli@regione.emilia-romagna.it,,44.5009468,11.3298078
Biblioteca di statistica della Regione Emilia-Romagna,Specializzata,Regione Emilia-Romagna,Regione,Viale Aldo Moro 32,,40127.0,+39 0516395047,+39 051515288,biblcons@regione.emilia-romagna.it,,44.5093414,11.362055
Biblioteca dell'Ente regionale per la valorizzazione economica del territorio - ERVET,Specializzata,Regione Emilia-Romagna. Ente regionale per la valorizzazione economica del territorio - ERVET,Regione,Via Morgagni 6,,40122.0,+39 0516450411,+39 051222352,biblioteca@ervet.it,,44.4980301,11.3389075
"Biblioteca Giuseppe Guglielmi dell'Istituto per i beni artistici, culturali e naturali della Regione Emilia-Romagna",Specializzata,Regione Emilia-Romagna. Istituto per i beni culturali artistici e naturali,Regione,Via S. Stefano 28,,40127.0,+39 051217613,+39 051217609,biblioteca@regione.emilia-romagna.it,http://www.ibc.regione.emilia-romagna.it,44.4919137,11.3483894
Biblioteca Gino Laschi dell'Ospedale Maggiore,Specializzata,Azienda USL città di Bologna. Ospedale Maggiore,Aziende ed enti del servizio sanitario nazionale,Largo Nigrisoli 2,,40133.0,+39 0516478201,+39 0516478690,elena.cuomo@ausl.bologna.it,,44.5040776,11.3150608
Biblioteche scientifiche degli Istituti ortopedici Rizzoli,Specializzata,Istituti ortopedici Rizzoli,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Via Pupilli 1,,40136.0,+39 0516366315,+39 0516366358,biblioteca@ior.it,http://www.ior.it/d-sci/biblioteca/biblioteca.html,44.4806998,11.3426804
Biblioteca scientifica del Presidio ospedaliero Bellaria,Specializzata,Azienda USL città di Bologna. Ospedale Bellaria,Aziende ed enti del servizio sanitario nazionale,Via Altura 3,,40138.0,+39 0516225423,+39 0516225401,,,44.4653335,11.3957235
Biblioteca centralizzata dell'Azienda Ospedaliero-Universitaria di Bologna Policlinico S. Orsola-Malpighi ,Specializzata,Azienda ospedaliera Policlinico S. Orsola-Malpighi,Aziende ed amministrazioni dello stato ad ordinamento autonomo,Via Albertoni 15,,40138.0,+39 0516361279,+39 0516361278,biblioteca@aosp.bo.it,http://www.aosp.bo.it/content/biblioteca-centralizzata,44.4900377,11.3635992
Biblioteca dell'Assemblea legislativa della Regione Emilia-Romagna,Specializzata,Regione Emilia-Romagna,Regione,Viale A. Moro 32,,40127.0,+39 0516395047,+39 051515288,biblcons@regione.emilia-romagna.it,http://assemblealegislativa.regione.emilia-romagna.it/biblioteca/,44.5093414,11.362055
Biblioteca giuridica della Provincia di Bologna,Specializzata,Provincia di Bologna,Provincia,Via Zamboni 13,,40126.0,+39 0516598423,+39 0516598712,mariacristina.martinelli@nts.provincia.bologna.it,http://www.provincia.bologna.it,44.4953679,11.348405
Biblioteca della salute mentale e delle scienze umane G.F.Minguzzi - C. Gentili,Specializzata,Provincia di Bologna - Istituzione Gian Franco Minguzzi,Provincia,Via S. Isaia 90,,40123.0,+39 0515288529,+39 051521268,bibliomi@provincia.bologna.it,www.minguzzi.provincia.bologna.it,44.4942725,11.3304757
Biblioteca di Casa Carducci,Specializzata,Comune di Bologna,Comune,Piazza Carducci 4,,40125.0,+39 0516360648,+39 0514292820,casacarducci@comune.bologna.it,http://www.casacarducci.it,44.4895915,11.3576717
Biblioteca italiana delle donne,Specializzata,Comune di Bologna,Comune,"Via del Piombo, 5",,40125.0,+39 0514299411,+39 0514299400,bibliotecadelledonne@women.it,http://www.women.it/bibliotecadelledonne/index.htm,44.4885816,11.355714
Biblioteca del Centro di studi e informazioni Amilcar Cabral,Specializzata,Comune di Bologna,Comune,Via S. Mamolo 24,,40136.0,+39 051581464,+39 0516448034,amicabr@comune.bologna.it,http://www.comune.bologna.it/iperbole/amicabr/biblioteca.html,44.4849159,11.3394032
Biblioteca Renzo Renzi. Cinema e Fotografia,Specializzata,Fondazione Cineteca di Bologna,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Via Azzo Gardino 65/B,,40122.0,+39 0512195308,+39 0512194847,cinetecabiblioteca@comune.bologna.it,http://www.cinetecadibologna.it/biblioteca,44.5011683,11.3365419
Biblioteca Il salotto delle idee del Quartiere Borgo Panigale,Pubblica,Comune di Bologna,Comune,Via M.E. Lepido 25,,40132.0,+39 0516418233,+39 051402350,biblbopa@comune.bologna.it,http://urp.comune.bologna.it/webcity/webcity.nsf/d34cdd54a4aa2c9dc12565fc005438b3/9d901f3c6552bd00c125661700296325?OpenDocument,44.5171497,11.2793651
Biblioteca del Quartiere Navile - Zona Corticella,Pubblica,Comune di Bologna,Comune,Via Gorki 14,,40128.0,+39 051700972,+39 0514150168,bibliotecacorticella@comune.bologna.it,http://www2.provincia.bologna.it/biblioteche.nsf/71e5e5dfc826ab99c1256e8b003b586e/35f1c5f597279f49c125664b003578e8?OpenDocument,44.5459831,11.3583129
Biblioteca Multimediale Roberto Ruffilli,Pubblica,Istituzione Biblioteche Comune di Bologna,Comune,Vicolo Bolognetti 2,,40125.0,+39 051276143,+39 051276112,bibliotecaruffilli@comune.bologna.it,http://www.bibliotechebologna.it/luoghi/52056/id/51657/,44.4939564,11.354449
Biblioteca Lame-Cesare Malservisi,Pubblica,Comune di Bologna,Comune,Via M. Polo 21/13,,40131.0,+39 0516350948,+39 0516348591,bibliotecalame@comune.bologna.it,http://informa.comune.bologna.it/iperbole/istituzionebiblioteche/luoghi/62013/id/51652/,44.518847,11.329385
Biblioteca Natalia Ginzburg del Quartiere Savena,Pubblica,Comune di Bologna,Comune,Via Genova 10,,40139.0,+39 051466307,+39 0516270730,bibliotecaginzburg@comune.bologna.it,http://www.comune.bologna.it/quartieresavena/biblioteca-ginzburg/index.php,44.4738219,11.3918253
Biblioteca Jorge Luis Borges del Quartiere Porto,Pubblica,Comune di Bologna,Comune,Via dello Scalo 21/2,,40131.0,+39 051525870,+39 051525879,bibliotecaborges@comune.bologna.it,http://urp.comune.bologna.it/webcity/webcity.nsf/d34cdd54a4aa2c9dc12565fc005438b3/312843858a89fc3ec125661700298594?OpenDocument,44.5019305,11.3276238
Biblioteca del Quartiere San Donato,Pubblica,Comune di Bologna,Comune,Via Casini 5,,40127.0,+39 051500365,+39 0514200703,,,44.5111006,11.3953449
Biblioteca del Quartiere San Vitale,Pubblica,Comune di Bologna,Comune,Via Scandellara 50,,40138.0,+39 051535710,+39 051535710,bibliotecascandellara@comune.bologna.it,http://urp.comune.bologna.it/webcity/webcity.nsf/d34cdd54a4aa2c9dc12565fc005438b3/52e98d31057687f8c125661700298906?OpenDocument,44.4965497,11.3832567
Biblioteca comunale dell'Archiginnasio,Importante non specializzata,Comune di Bologna,Comune,Piazza Galvani 1,,40124.0,+39 051276811,+39 051261160,archiginnasio@comune.bologna.it,http://www.archiginnasio.it,44.4917372,11.3432431
Biblioteca dell'Istituto storico Parri Emilia-Romagna ,Specializzata,Istituto storico Parri Emilia-Romagna ONLUS,"Accademie, associazioni, fondazioni, istituti (pubblici)",Via Sant'Isaia 18,,40123.0,+39 0513397232,+39 0513397272,richiesteallabiblioteca@istitutoparri.it,http://www.istitutoparri.eu/biblioteca,44.4935892,11.334175
Biblioteca MAMBO - Museo d'arte moderna di Bologna,Specializzata,Comune di Bologna,Comune,Via don Minzoni 14,,40121.0,+39 0516496617,+39 051500672,info@mambo-bologna.org,http://www.mambo-bologna.org/biblioteca/,44.5027614,11.3370253
Biblioteca degli Istituti Aldini-Valeriani e Sirani,Specializzata,Comune di Bologna,Comune,Via Bassanelli 9/11,,40129.0,+39 051370367,+39 051353500,itiav@comune.bologna.it,http://KIDslink.bo.cnr.it/aldini,44.5212503,11.3473274
Biblioteca del Museo civico archeologico,Specializzata,Comune di Bologna,Comune,Via de' Musei 8,,40124.0,+39 051233849,+39 051266516,mca@comune.bologna.it,http://www.comune.bologna.it/musei/Archeologico/index.htm,44.4931701,11.3438349
Museo internazionale e Biblioteca della musica di Bologna,Specializzata,Comune di Bologna,Comune,Strada Maggiore 34,,40125.0,+39 0512757711,+39 0512757728,bibliotecamusica@comune.bologna.it,http://www.museomusicabologna.it/biblioteca.htm,44.4928474,11.3502958
Biblioteca del Museo civico del Risorgimento,Specializzata,Comune di Bologna,Comune,Via de' Musei 8,,40124.0,+39 051225583,+39 051261160,museorisorgimento@comune.bologna.it,http://www.ibc.regione.emilia-romagna.it/soprintendenza/imago.htm,44.4931701,11.3438349
Biblioteca dei Musei Civici d'Arte Antica,Specializzata,Comune di Bologna,Comune,Via Manzoni 4,,40121.0,+39 051203934,+39 051232312,museiarteantica@comune.bologna.it,http://www.comune.bologna.it/iperbole/MuseiCivici,44.4964649,11.3422907
Biblioteca del Museo del Patrimonio industriale,Specializzata,Comune di Bologna,Comune,"Via della Beverara, 123",,40131.0,+39 0516356611,+39 0516346053,museopat@comune.bologna.it,http://www.comune.bologna.it/patrimonioindustriale,44.5219854,11.3312753
Biblioteca dell'Accademia delle scienze dell'Istituto di Bologna,Specializzata,Accademia delle scienze dell'Istituto di Bologna,"Accademie, associazioni, fondazioni, istituti (pubblici)",Via Zamboni 31,,40126.0,+39 051222596,,,,44.4967988,11.3520465
Biblioteca del Centro di studio per l'informatica e i sistemi di telecomunicazioni - CSITE del CNR,Specializzata,Consiglio nazionale delle ricerche - CNR,Aziende ed amministrazioni dello stato ad ordinamento autonomo,Viale Risorgimento 2,,40136.0,+39 0512093548,+39 0512093540,csite@deis.unibo.it,http://www-csite.deis.unibo.it,44.4882503,11.3282958
Biblioteca della Deputazione di storia patria per le provincie di Romagna,Specializzata,Deputazione di storia patria per le provincie di Romagna,"Accademie, associazioni, fondazioni, istituti (pubblici)",Via Manzoni 7,,40121.0,+39 0512098360,+39 051222706,,,44.4965133,11.3421919
"Biblioteca dell'Ente per le nuove tecnologie, l'energia e l'ambiente - ENEA. Sede di Bologna",Specializzata,"Ente per le nuove tecnologie, l'energia e l'ambiente - ENEA",Aziende ed amministrazioni dello stato ad ordinamento autonomo,Via Martiri di Monte Sole 4,,40129.0,+39 0516098111,+39 0516098562,biblio@bologna.enea.it,http://www.arcoveggio.enea.it/biblioteca,44.5256507,11.344736
Biblioteca dell'Istituto nazionale di statistica - ISTAT,Specializzata,Istituto nazionale di statistica - ISTAT. Ufficio regionale per l'Emilia-Romagna,Aziende ed amministrazioni dello stato ad ordinamento autonomo,Galleria Cavour 9,,40124.0,+39 051266275,+39 051221647,urbo@istat.it,http://www.istat.it,44.4925238,11.3442191
Biblioteca dell'Istituto di radioastronomia - IRA del CNR,Specializzata,Consiglio nazionale delle ricerche - CNR,Aziende ed amministrazioni dello stato ad ordinamento autonomo,Via P. Gobetti 101,,40129.0,+39 0516399385,+39 0516399731,user]@ira.bo.cnr.it,http://www.ira.bo.cnr.it,44.5227959,11.3371507
Biblioteca dell'Istituto di scienze marine - ISMAR. Sezione geologia marina di Bologna del CNR,Specializzata,Consiglio nazionale delle ricerche - CNR,Aziende ed amministrazioni dello stato ad ordinamento autonomo,Via Gobetti 101,,40129.0,+39 0516398891,+39 0516398940,,http://www.igm.bo.cnr.it,44.5227959,11.3371507
Biblioteca provinciale dei Frati minori dell'Emilia. Sezione Biblioteca dello Studio teologico S.Antonio,Specializzata,Provincia minoritica di Cristo Re dei Frati Minori,Enti ecclesiastici,"Via Guinizelli, 3",,40125.0,+39 051.309864,+39 051.309864,studteol@bo.nettuno.it; biblioteca@fratiminorier.it,,44.4864927,11.3593522
Biblioteca del Centro di studi sull'Ordine dei Servi di Maria,Specializzata,Servi di Maria. Convento e Basilica di S. Maria dei Servi. Centro studi OSM di Bologna,Enti ecclesiastici,Via dei Bersaglieri 1,,40125.0,+39 051229834,+39 051226498,centrodistudiosm@tiscali.it,,44.491255,11.3536048
Biblioteca provinciale dei Frati minori dell'Emilia. Sezione Padre Benvenuto Bughetti,Specializzata,Frati minori OFM. Curia provincializia di Bologna,Enti ecclesiastici,Via S. Mamolo 2,,40136.0,+39 051580799,,biblio.provinciale@tiscalinet.it,,44.4860217,11.3401064
Biblioteca patriarcale San Domenico,Specializzata,Provincia San Domenico in Italia,Enti ecclesiastici,"Piazza S. Domenico, 13",,40124.0,+39 051.6400493,+39 051.6400492,,http://www.comune.bologna.it/iperbole/biblsand,44.4897684,11.3439652
Biblioteca di S. Francesco,Specializzata,Frati minori Conventuali. Convento e Basilica di S. Francesco di Bologna,Enti ecclesiastici,Piazza Malpighi 9,,40123.0,+39 051221762,+39 051224338,,,44.494517,11.3361843
Biblioteca provinciale dei Frati minori dell'Emilia. Sezione Biblioteca dell'osservanza,Importante non specializzata,Provincia minoritica di Cristo Re dei Frati Minori,Enti ecclesiastici,"Via Osservanza, 88",,40136.0,+39 051.584779,,biblioteca@fratiminorier.it,,44.4811283,11.3268465
Biblioteca del Centro di documentazione e promozione familiare Gian Paolo Dore,Specializzata,Centro di documentazione e promozione familiare Gian Paolo Dore,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Via del Monte 5,,40126.0,+39 051239702,+39 051239702,cgpdore@iperbole.bologna.it,http://www.comune.bologna.it/iperbole/cgpdore,44.4961925,11.3443544
Biblioteca M. Montanari della Parrocchia di S. Maria Lagrimosa degli Alemanni,Pubblica,Arcidiocesi di Bologna. Parrocchia S. Maria Lagrimosa degli Alemanni M. Montanari di Bologna,Enti ecclesiastici,Via Mazzini 67,,40137.0,+39 051341793,,,,44.4870673,11.3652409
Biblioteca provinciale dei frati minori cappuccini,Specializzata,Provincia di Bologna dei Frati Minori Cappuccini,Enti ecclesiastici,"Via Bellinzona, 6",,40135.0,+39 051.6449545,+39 051.6449545,bologna.biblioteca@fraticappuccini.it,,44.4895515,11.3257991
Biblioteca della Facoltà teologica dell'Emilia Romagna,Istituto di insegnamento superiore,Facoltà teologica dell'Emilia Romagna,Enti ecclesiastici,"Piazzale Bacchelli, 4",,40136.0,+39 051.585183,+39 051.585183,segreteria.biblioteca@fter.it,,44.4784677,11.3437397
Biblioteca dello Studentato per le missioni,Importante non specializzata,Dehoniani. Collegio missionario studentato per le missioni di Bologna,Enti ecclesiastici,"Via Vincenzi, 45",,40138.0,+39 051.4295533,+39 051.399002,biblioteca@dehoniani.it,,44.4962906,11.3669667
Biblioteca dell'Accademia filarmonica,Specializzata,Accademia filarmonica,"Accademie, associazioni, fondazioni, istituti (pubblici)",Via Guerrazzi 13,,40125.0,+39 051222997,+39 051224104,archivio@accademiafilarmonica.it,http://www.accademiafilarmonica.it,44.4910926,11.3511162
Biblioteca dell'Accademia nazionale di agricoltura,Pubblica,Accademia nazionale di agricoltura,"Accademie, associazioni, fondazioni, istituti (pubblici)",Via Castiglione 11,,40124.0,+39 051268809,+39 051293736,biblioteca@accademia-agricoltura.it,http://www.accademia-agricoltura.unibo.it/Biblioteca.htm,44.491225,11.346484
Biblioteca dell'Alliance française de Bologne,Pubblica,Maison française de Bologne,Istituzioni straniere,Via De' Marchi 4,,40123.0,+39 051332828,+39 051332850,biblioteca@afbologna.it,http://www.afbologna.it/biblioteca.html,44.4940624,11.3343817
Biblioteca dell'Associazione culturale italo-britannica British Library,Pubblica,Associazione culturale italo-britannica British Library,"Accademie, associazioni, fondazioni, istituti (pubblici)",Via S. Stefano 14/2,,40125.0,+39 051221249,+39 051221249,,,44.493115,11.34735
"Biblioteca della Camera di commercio, industria, artigianato e agricoltura - CCIAA",Specializzata,"Camera di commercio, industria, artigianato e agricoltura - CCIAA di Bologna","Camere di commercio, industria, artigianato",Piazza Mercanzia 4,,40125.0,+39 0516093435,+39 0516093451,,http://www.bo.camcom.gov.it/camera-di-commercio/biblioteca,44.4937252,11.3466385
Biblioteca della Casa di riposo Lyda Borelli per artisti drammatici,Specializzata,Casa di riposo Lyda Borelli per artisti drammatici,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Via Saragozza 236,,40135.0,+39 0516150911,+39 0516150955,,,44.4895654,11.3118112
